idTweeter,lastSuscribings
1470955425084235780,1;2;3;4;5;6
330533467,1;2;3;4;5;6
1285002656512045057,1;2;3;4;5;6
346379901,1;2;3;4;5;6
1353120743199023106,1;2;3;4;5;6
943869911293726720,1;2;3;4;5;6
